user_id,email,first_name,last_name,department,premium,created_date
user0122,david.davis@company.com,David,Davis,Finance,false,2025-11-16
user0123,john.smith@company.com,John,Smith,IT,false,2025-01-01
user0124,john.jones@testcorp.com,John,Jones,Finance,true,2024-12-28
user0125,robert.brown@testcorp.com,Robert,Brown,Finance,false,2024-12-27
user0126,robert.smith@company.com,Robert,Smith,Marketing,false,2025-07-23
user0127,maria.martinez@company.com,Maria,Martinez,Sales,true,2025-08-20
user0128,john.rodriguez@example.com,John,Rodriguez,Engineering,true,2025-11-24
user0129,david.jones@company.com,David,Jones,IT,false,2025-11-22
user0130,james.smith@example.com,James,Smith,Engineering,false,2025-07-02
user0131,michael.martinez@example.com,Michael,Martinez,Engineering,true,2025-10-19
user0132,david.davis@testcorp.com,David,Davis,Engineering,true,2025-05-20
user0133,john.garcia@testcorp.com,John,Garcia,Engineering,true,2025-04-03
user0134,james.jones@company.com,James,Jones,Support,false,2025-02-19
user0135,james.brown@company.com,James,Brown,IT,true,2025-05-30
user0136,maria.martinez@example.com,Maria,Martinez,Support,false,2025-11-23
user0137,john.johnson@company.com,John,Johnson,Engineering,false,2024-12-22
user0138,lisa.rodriguez@testcorp.com,Lisa,Rodriguez,IT,false,2025-08-08
user0139,robert.jones@company.com,Robert,Jones,IT,false,2025-04-04
user0140,james.williams@testcorp.com,James,Williams,Operations,true,2025-04-11
user0141,john.martinez@example.com,John,Martinez,Finance,true,2025-09-04
user0142,james.jones@example.com,James,Jones,Operations,true,2025-08-17
user0143,sarah.smith@example.com,Sarah,Smith,Sales,false,2025-11-16
user0144,jane.miller@example.com,Jane,Miller,Engineering,false,2025-05-01
user0145,john.rodriguez@company.com,John,Rodriguez,Sales,false,2024-12-20
user0146,sarah.davis@example.com,Sarah,Davis,Operations,false,2025-07-03
user0147,robert.smith@testcorp.com,Robert,Smith,Engineering,false,2025-03-27
user0148,john.brown@example.com,John,Brown,Sales,true,2025-03-22
user0149,david.jones@testcorp.com,David,Jones,Engineering,false,2025-11-01
user0150,michael.jones@example.com,Michael,Jones,Sales,false,2025-09-16
user0151,robert.garcia@company.com,Robert,Garcia,Marketing,false,2025-03-23
user0152,sarah.jones@testcorp.com,Sarah,Jones,Finance,false,2025-06-24
user0153,maria.garcia@testcorp.com,Maria,Garcia,Support,false,2025-03-24
user0154,maria.smith@company.com,Maria,Smith,Marketing,false,2025-02-27
user0155,lisa.williams@company.com,Lisa,Williams,IT,false,2025-05-24
user0156,james.garcia@company.com,James,Garcia,Marketing,false,2025-08-29
user0157,emily.garcia@testcorp.com,Emily,Garcia,IT,true,2024-12-22
user0158,robert.williams@example.com,Robert,Williams,Marketing,false,2025-11-07
user0159,jane.davis@example.com,Jane,Davis,Operations,false,2024-12-13
user0160,lisa.martinez@company.com,Lisa,Martinez,Operations,false,2025-06-16
user0161,maria.davis@testcorp.com,Maria,Davis,Marketing,false,2025-08-06
user0162,john.davis@example.com,John,Davis,Marketing,false,2025-11-16
user0163,david.davis@testcorp.com,David,Davis,Engineering,true,2025-08-22
user0164,robert.johnson@company.com,Robert,Johnson,Marketing,false,2025-09-20
user0165,emily.miller@example.com,Emily,Miller,Engineering,false,2025-04-15
user0166,jane.martinez@example.com,Jane,Martinez,HR,false,2025-04-09
user0167,maria.johnson@testcorp.com,Maria,Johnson,Sales,false,2025-05-04
user0168,john.miller@testcorp.com,John,Miller,Sales,true,2025-04-12
user0169,john.davis@example.com,John,Davis,Marketing,true,2025-03-17
user0170,emily.miller@testcorp.com,Emily,Miller,Engineering,false,2025-09-25
user0171,michael.brown@example.com,Michael,Brown,Support,true,2025-06-04
user0172,sarah.martinez@example.com,Sarah,Martinez,HR,true,2025-06-26
user0173,sarah.martinez@testcorp.com,Sarah,Martinez,IT,true,2025-02-27
user0174,john.williams@example.com,John,Williams,Support,true,2025-10-12
user0175,david.miller@company.com,David,Miller,Marketing,true,2025-04-21
user0176,lisa.johnson@company.com,Lisa,Johnson,HR,false,2025-10-20
user0177,jane.rodriguez@company.com,Jane,Rodriguez,IT,true,2025-04-17
user0178,robert.martinez@example.com,Robert,Martinez,IT,false,2025-04-07
user0179,david.garcia@example.com,David,Garcia,IT,false,2025-11-13
user0180,sarah.miller@example.com,Sarah,Miller,Marketing,false,2025-04-05
user0181,james.smith@example.com,James,Smith,Support,true,2025-08-22
user0182,david.miller@testcorp.com,David,Miller,HR,false,2025-06-16
user0183,david.davis@company.com,David,Davis,IT,true,2025-04-30
user0184,jane.rodriguez@testcorp.com,Jane,Rodriguez,Finance,false,2025-08-27
user0185,sarah.johnson@testcorp.com,Sarah,Johnson,Operations,false,2025-01-26
user0186,maria.miller@testcorp.com,Maria,Miller,Sales,true,2024-12-26
user0187,david.davis@company.com,David,Davis,Engineering,true,2025-05-03
user0188,lisa.smith@company.com,Lisa,Smith,Support,false,2024-12-06
user0189,sarah.jones@company.com,Sarah,Jones,Finance,true,2025-01-17
user0190,james.jones@testcorp.com,James,Jones,Finance,true,2025-10-05
user0191,michael.smith@example.com,Michael,Smith,Sales,true,2025-04-04
user0192,robert.smith@testcorp.com,Robert,Smith,Operations,true,2024-11-30
user0193,emily.brown@example.com,Emily,Brown,Engineering,false,2025-06-21
user0194,maria.jones@testcorp.com,Maria,Jones,Marketing,false,2025-06-10
user0195,robert.williams@example.com,Robert,Williams,Marketing,false,2024-12-31
user0196,emily.martinez@company.com,Emily,Martinez,Support,false,2025-08-05
user0197,david.brown@company.com,David,Brown,Finance,false,2025-07-07
user0198,robert.davis@testcorp.com,Robert,Davis,HR,false,2025-09-21
user0199,maria.miller@example.com,Maria,Miller,Marketing,false,2025-08-25
user0200,john.jones@testcorp.com,John,Jones,Sales,false,2025-08-20
user0201,david.davis@testcorp.com,David,Davis,IT,false,2025-05-24
user0202,sarah.smith@company.com,Sarah,Smith,HR,false,2025-04-02
user0203,sarah.jones@example.com,Sarah,Jones,Support,true,2025-09-11
user0204,emily.garcia@example.com,Emily,Garcia,Sales,false,2025-08-27
user0205,john.garcia@company.com,John,Garcia,Marketing,false,2025-01-12
user0206,emily.garcia@company.com,Emily,Garcia,Engineering,false,2025-03-23
user0207,john.brown@testcorp.com,John,Brown,Sales,true,2025-02-07
user0208,lisa.martinez@example.com,Lisa,Martinez,HR,false,2025-08-17
user0209,maria.garcia@company.com,Maria,Garcia,Sales,false,2025-03-27
user0210,james.williams@example.com,James,Williams,IT,true,2025-08-22
user0211,sarah.johnson@example.com,Sarah,Johnson,Sales,true,2025-05-02
user0212,robert.johnson@testcorp.com,Robert,Johnson,IT,false,2025-01-13
user0213,michael.miller@example.com,Michael,Miller,HR,true,2025-05-30
user0214,maria.jones@company.com,Maria,Jones,HR,true,2025-07-06
user0215,michael.martinez@example.com,Michael,Martinez,HR,true,2025-07-05
user0216,maria.garcia@company.com,Maria,Garcia,Sales,false,2025-01-02
user0217,john.martinez@testcorp.com,John,Martinez,Sales,true,2025-03-30
user0218,sarah.johnson@example.com,Sarah,Johnson,Finance,false,2025-11-26
user0219,john.miller@company.com,John,Miller,Sales,false,2025-10-24
user0220,robert.brown@company.com,Robert,Brown,Finance,false,2025-11-24
user0221,emily.smith@example.com,Emily,Smith,Operations,true,2025-06-04
user0222,david.martinez@company.com,David,Martinez,Operations,false,2025-11-29
user0223,emily.jones@company.com,Emily,Jones,Operations,false,2025-07-04
user0224,michael.garcia@testcorp.com,Michael,Garcia,Engineering,true,2025-07-27
user0225,james.martinez@testcorp.com,James,Martinez,IT,false,2025-04-03
user0226,sarah.jones@company.com,Sarah,Jones,HR,false,2025-07-04
user0227,jane.garcia@example.com,Jane,Garcia,Marketing,true,2025-02-06
user0228,lisa.smith@company.com,Lisa,Smith,Sales,false,2025-02-19
user0229,michael.martinez@company.com,Michael,Martinez,HR,false,2025-07-26
user0230,robert.martinez@testcorp.com,Robert,Martinez,Support,true,2025-02-24
user0231,lisa.rodriguez@example.com,Lisa,Rodriguez,Finance,true,2024-12-13
user0232,robert.johnson@company.com,Robert,Johnson,HR,true,2025-09-04
user0233,robert.williams@example.com,Robert,Williams,IT,false,2024-12-18
user0234,emily.johnson@example.com,Emily,Johnson,IT,false,2025-09-21
user0235,sarah.martinez@company.com,Sarah,Martinez,IT,true,2025-08-05
user0236,robert.rodriguez@company.com,Robert,Rodriguez,HR,false,2025-09-13
user0237,emily.jones@testcorp.com,Emily,Jones,Support,true,2025-04-13
user0238,david.jones@company.com,David,Jones,IT,false,2025-06-15
user0239,james.smith@example.com,James,Smith,Engineering,false,2025-08-10
user0240,lisa.jones@example.com,Lisa,Jones,Marketing,false,2025-04-27
user0241,lisa.miller@company.com,Lisa,Miller,Engineering,true,2025-03-27
user0242,robert.brown@testcorp.com,Robert,Brown,Sales,false,2025-02-23
user0243,lisa.davis@example.com,Lisa,Davis,Operations,true,2025-02-14
user0244,james.jones@testcorp.com,James,Jones,Finance,false,2025-01-14
user0245,lisa.rodriguez@company.com,Lisa,Rodriguez,Operations,false,2025-01-01
user0246,jane.davis@company.com,Jane,Davis,Sales,false,2025-09-01
user0247,robert.williams@testcorp.com,Robert,Williams,Sales,false,2025-04-07
user0248,james.jones@company.com,James,Jones,Engineering,false,2025-10-06
user0249,michael.jones@testcorp.com,Michael,Jones,Finance,false,2025-06-13
user0250,james.williams@example.com,James,Williams,Marketing,false,2025-11-16
user0251,david.brown@example.com,David,Brown,Finance,false,2025-06-30
user0252,john.davis@example.com,John,Davis,IT,false,2025-05-07
user0253,emily.miller@testcorp.com,Emily,Miller,Operations,false,2025-03-11
user0254,maria.rodriguez@company.com,Maria,Rodriguez,HR,false,2025-03-28
user0255,lisa.johnson@testcorp.com,Lisa,Johnson,Support,false,2025-10-02
user0256,michael.smith@testcorp.com,Michael,Smith,Marketing,true,2025-08-14
user0257,robert.williams@company.com,Robert,Williams,HR,false,2025-07-06
user0258,david.johnson@example.com,David,Johnson,HR,false,2025-05-20
user0259,jane.williams@company.com,Jane,Williams,Operations,false,2025-08-16
user0260,john.miller@example.com,John,Miller,HR,false,2025-04-12
user0261,david.brown@testcorp.com,David,Brown,Finance,false,2024-12-25
user0262,robert.jones@example.com,Robert,Jones,HR,false,2025-10-28
user0263,james.jones@company.com,James,Jones,Sales,true,2025-11-08
user0264,robert.martinez@example.com,Robert,Martinez,Marketing,true,2024-12-25
user0265,david.brown@example.com,David,Brown,Marketing,false,2025-02-21
user0266,john.jones@company.com,John,Jones,Sales,false,2025-04-02
user0267,david.williams@testcorp.com,David,Williams,Finance,false,2025-04-23
user0268,james.jones@company.com,James,Jones,IT,true,2025-03-13
user0269,lisa.johnson@example.com,Lisa,Johnson,HR,true,2025-06-14
user0270,sarah.brown@testcorp.com,Sarah,Brown,Operations,false,2024-12-28
user0271,james.jones@testcorp.com,James,Jones,Marketing,false,2025-06-26
user0272,john.smith@example.com,John,Smith,IT,true,2025-01-09
user0273,david.martinez@company.com,David,Martinez,IT,false,2025-08-26
user0274,lisa.brown@testcorp.com,Lisa,Brown,HR,false,2025-08-04
user0275,robert.miller@testcorp.com,Robert,Miller,HR,false,2025-08-06
user0276,lisa.rodriguez@example.com,Lisa,Rodriguez,Engineering,true,2025-01-01
user0277,robert.garcia@testcorp.com,Robert,Garcia,Marketing,true,2025-07-17
user0278,james.williams@testcorp.com,James,Williams,Finance,false,2025-07-04
user0279,emily.jones@example.com,Emily,Jones,HR,false,2025-04-27
user0280,emily.jones@company.com,Emily,Jones,Sales,false,2025-08-22
user0281,sarah.smith@example.com,Sarah,Smith,HR,false,2025-08-26
user0282,michael.smith@testcorp.com,Michael,Smith,Engineering,false,2025-02-25
user0283,emily.rodriguez@testcorp.com,Emily,Rodriguez,HR,false,2025-05-21
user0284,robert.miller@example.com,Robert,Miller,Sales,true,2025-07-07
user0285,sarah.brown@testcorp.com,Sarah,Brown,Engineering,false,2025-02-11
user0286,john.smith@testcorp.com,John,Smith,Finance,true,2025-05-26
user0287,emily.williams@example.com,Emily,Williams,Support,true,2025-10-04
user0288,maria.smith@testcorp.com,Maria,Smith,IT,false,2025-04-02
user0289,sarah.miller@example.com,Sarah,Miller,Sales,true,2025-02-14
user0290,emily.rodriguez@example.com,Emily,Rodriguez,Operations,true,2025-09-04
user0291,james.smith@testcorp.com,James,Smith,IT,false,2025-06-04
user0292,emily.davis@example.com,Emily,Davis,Sales,false,2025-08-21
user0293,david.davis@example.com,David,Davis,HR,false,2025-04-30
user0294,michael.smith@example.com,Michael,Smith,HR,true,2025-08-07
user0295,james.miller@company.com,James,Miller,Engineering,false,2025-06-10
user0296,sarah.brown@example.com,Sarah,Brown,Marketing,true,2025-08-11
user0297,robert.williams@company.com,Robert,Williams,Engineering,false,2025-07-03
user0298,sarah.williams@company.com,Sarah,Williams,Finance,true,2025-06-30
user0299,david.martinez@company.com,David,Martinez,Engineering,false,2025-10-17
user0300,robert.miller@company.com,Robert,Miller,Support,false,2025-03-27
user0301,john.garcia@testcorp.com,John,Garcia,Support,true,2025-06-08
user0302,david.johnson@example.com,David,Johnson,Operations,false,2025-10-22
user0303,david.johnson@testcorp.com,David,Johnson,Finance,false,2025-01-09
user0304,lisa.miller@testcorp.com,Lisa,Miller,Operations,false,2025-09-30
user0305,james.brown@testcorp.com,James,Brown,Finance,false,2025-08-23
user0306,michael.brown@example.com,Michael,Brown,Engineering,true,2025-06-02
user0307,maria.jones@testcorp.com,Maria,Jones,Marketing,false,2025-06-09
user0308,robert.johnson@company.com,Robert,Johnson,Engineering,true,2025-05-06
user0309,jane.garcia@company.com,Jane,Garcia,Sales,false,2025-01-21
user0310,michael.martinez@testcorp.com,Michael,Martinez,Marketing,true,2025-10-03
user0311,maria.smith@company.com,Maria,Smith,Engineering,true,2025-01-06
user0312,david.martinez@example.com,David,Martinez,Finance,true,2025-09-14
user0313,james.garcia@testcorp.com,James,Garcia,Marketing,false,2025-06-13
user0314,james.davis@company.com,James,Davis,IT,false,2025-11-14
user0315,john.jones@testcorp.com,John,Jones,Support,false,2025-02-20
user0316,maria.martinez@company.com,Maria,Martinez,Support,false,2025-04-09
user0317,lisa.miller@company.com,Lisa,Miller,Operations,false,2025-09-21
user0318,michael.miller@example.com,Michael,Miller,Finance,true,2025-06-06
user0319,maria.martinez@company.com,Maria,Martinez,Support,false,2025-09-02
user0320,robert.martinez@company.com,Robert,Martinez,Finance,false,2025-09-22
user0321,robert.davis@company.com,Robert,Davis,Engineering,true,2025-05-02
user0322,jane.smith@testcorp.com,Jane,Smith,Operations,false,2025-02-25
user0323,maria.miller@example.com,Maria,Miller,HR,true,2025-08-17
user0324,michael.davis@testcorp.com,Michael,Davis,Support,false,2025-09-19
user0325,james.smith@company.com,James,Smith,Engineering,false,2025-08-05
user0326,sarah.martinez@company.com,Sarah,Martinez,Support,true,2025-02-22
user0327,james.davis@example.com,James,Davis,Operations,true,2025-09-05
user0328,robert.brown@testcorp.com,Robert,Brown,Finance,false,2025-08-17
user0329,maria.brown@testcorp.com,Maria,Brown,Operations,false,2025-01-14
user0330,james.martinez@company.com,James,Martinez,Finance,false,2025-04-29
user0331,lisa.williams@company.com,Lisa,Williams,IT,true,2025-08-12
user0332,emily.martinez@testcorp.com,Emily,Martinez,IT,false,2025-05-28
user0333,james.brown@example.com,James,Brown,Support,true,2024-12-27
user0334,jane.rodriguez@company.com,Jane,Rodriguez,Sales,true,2025-04-09
user0335,michael.jones@testcorp.com,Michael,Jones,HR,false,2025-05-18
user0336,emily.jones@company.com,Emily,Jones,Engineering,false,2025-06-25
user0337,michael.garcia@testcorp.com,Michael,Garcia,IT,true,2025-05-17
user0338,sarah.williams@example.com,Sarah,Williams,Sales,true,2025-05-13
user0339,john.jones@company.com,John,Jones,Engineering,false,2025-03-08
user0340,jane.garcia@example.com,Jane,Garcia,Support,true,2025-10-25
user0341,robert.garcia@example.com,Robert,Garcia,IT,false,2025-04-03
user0342,maria.smith@company.com,Maria,Smith,HR,true,2024-12-12
user0343,david.jones@testcorp.com,David,Jones,Finance,false,2024-12-08
user0344,jane.rodriguez@company.com,Jane,Rodriguez,Sales,true,2025-10-30
user0345,jane.johnson@example.com,Jane,Johnson,Marketing,false,2025-07-31
user0346,james.rodriguez@testcorp.com,James,Rodriguez,Marketing,false,2025-02-06
user0347,maria.garcia@example.com,Maria,Garcia,Finance,true,2025-10-13
user0348,emily.rodriguez@testcorp.com,Emily,Rodriguez,HR,true,2025-05-08
user0349,lisa.johnson@testcorp.com,Lisa,Johnson,Finance,false,2025-06-04
user0350,lisa.jones@example.com,Lisa,Jones,Support,true,2025-01-12
user0351,david.rodriguez@testcorp.com,David,Rodriguez,Support,false,2024-12-24
user0352,john.garcia@company.com,John,Garcia,Sales,false,2025-06-02
user0353,jane.garcia@example.com,Jane,Garcia,Sales,false,2025-11-27
user0354,michael.williams@company.com,Michael,Williams,IT,false,2025-05-30
user0355,emily.jones@testcorp.com,Emily,Jones,Finance,false,2025-02-24
user0356,michael.jones@testcorp.com,Michael,Jones,HR,true,2025-05-16
user0357,jane.davis@testcorp.com,Jane,Davis,Support,false,2025-05-01
user0358,john.brown@company.com,John,Brown,Sales,false,2025-04-21
user0359,lisa.rodriguez@company.com,Lisa,Rodriguez,Engineering,false,2024-12-30
user0360,jane.miller@company.com,Jane,Miller,HR,false,2025-07-22
user0361,lisa.brown@company.com,Lisa,Brown,Finance,false,2025-02-14
user0362,robert.garcia@testcorp.com,Robert,Garcia,Finance,false,2025-04-10
user0363,james.miller@company.com,James,Miller,Marketing,false,2025-02-28
user0364,james.brown@company.com,James,Brown,Finance,false,2025-05-12
user0365,lisa.jones@testcorp.com,Lisa,Jones,Sales,true,2025-09-06
user0366,david.brown@example.com,David,Brown,HR,false,2025-10-11
user0367,jane.johnson@testcorp.com,Jane,Johnson,Engineering,false,2024-12-09
user0368,lisa.williams@testcorp.com,Lisa,Williams,HR,false,2025-10-27
user0369,emily.williams@example.com,Emily,Williams,Marketing,false,2025-06-18
user0370,sarah.garcia@testcorp.com,Sarah,Garcia,Engineering,false,2025-02-08
user0371,robert.garcia@example.com,Robert,Garcia,HR,false,2025-09-17
user0372,jane.miller@example.com,Jane,Miller,Engineering,false,2025-03-15
user0373,jane.johnson@testcorp.com,Jane,Johnson,Sales,false,2025-08-25
user0374,robert.rodriguez@testcorp.com,Robert,Rodriguez,Marketing,false,2025-03-05
user0375,david.smith@example.com,David,Smith,Support,false,2025-03-20
user0376,robert.miller@company.com,Robert,Miller,HR,false,2025-05-22
user0377,michael.miller@testcorp.com,Michael,Miller,Finance,false,2025-10-11
user0378,lisa.jones@testcorp.com,Lisa,Jones,IT,false,2025-11-27
user0379,john.smith@testcorp.com,John,Smith,Finance,false,2025-11-20
user0380,david.miller@company.com,David,Miller,Finance,true,2025-05-01
user0381,sarah.davis@testcorp.com,Sarah,Davis,Support,false,2025-08-08
user0382,emily.jones@testcorp.com,Emily,Jones,Engineering,true,2025-07-14
user0383,david.johnson@company.com,David,Johnson,Engineering,false,2024-12-10
user0384,john.smith@company.com,John,Smith,Engineering,false,2025-09-12
